archivo_fasta,metodo,repeticion,threads,schedule,longitud_A,longitud_B,match,mismatch,gap,tiempo_init_ms,tiempo_llenado_ms,tiempo_traceback_ms,tiempo_total_ms,puntuacion
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1175,1.5190,0.0488,1.6854,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1174,1.4520,0.0489,1.6183,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1161,1.5609,0.0505,1.7275,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1179,1.4984,0.0505,1.6668,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1156,1.4833,0.0484,1.6474,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1170,1.5588,0.0506,1.7263,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1186,1.4630,0.0493,1.6309,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1210,1.5540,0.0499,1.7248,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1173,1.4897,0.0487,1.6557,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1183,1.5148,0.0578,1.6909,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1016,1.4603,0.0512,1.6131,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1192,1.5302,0.0539,1.7034,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1108,1.4340,0.0541,1.5988,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1052,1.5336,0.0705,1.7092,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1084,1.3587,0.0531,1.5203,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1052,1.4252,0.0808,1.6111,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1080,1.2926,0.0451,1.4457,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1070,1.4324,0.0472,1.5865,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1064,1.3736,0.0465,1.5266,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1010,1.2811,0.0435,1.4255,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1343,1.4552,0.0449,1.6344,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1097,1.3718,0.0459,1.5273,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1091,1.3254,0.0447,1.4792,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1015,1.2618,0.0444,1.4077,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1115,1.2702,0.0482,1.4299,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1178,1.3472,0.0450,1.5100,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1092,1.4467,0.0507,1.6066,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1083,1.4439,0.0457,1.5979,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1199,1.5222,0.0503,1.6925,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1114,1.6350,0.0562,1.8026,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1072,1.4393,0.0654,1.6119,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.0993,1.2134,0.0427,1.3553,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1094,1.9122,0.0518,2.0735,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1024,1.2392,0.0424,1.3841,220
datos/dna_128.fasta,antidiagonal,1,2,static,128,128,2,-1,-2,0.1042,1.2668,0.0421,1.4131,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1146,1.5642,0.0544,1.7331,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1057,1.6709,0.0434,1.8200,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1116,1.8259,0.0410,1.9785,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1101,2.0802,0.0439,2.2342,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1094,1.7767,0.0428,1.9288,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1107,1.7911,0.0431,1.9450,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1113,1.8173,0.0426,1.9713,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1093,1.7662,0.0426,1.9182,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1122,1.7731,0.0420,1.9273,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1094,1.7984,0.0431,1.9509,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1108,1.8630,0.0430,2.0169,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1101,1.9166,0.0427,2.0693,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1100,1.8465,0.0421,1.9986,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1086,1.7723,0.0428,1.9238,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1195,1.5891,0.0402,1.7488,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1093,1.7903,0.0425,1.9421,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1156,1.9384,0.0465,2.1004,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1185,1.8616,0.0438,2.0239,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1185,1.9427,0.0465,2.1078,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1184,2.0660,0.0461,2.2305,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1571,1.9144,0.0476,2.1190,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1152,1.9533,0.0468,2.1154,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1180,2.0208,0.0632,2.2021,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1176,1.8562,0.0458,2.0195,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1170,1.9774,0.0448,2.1392,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1192,1.9194,0.0458,2.0844,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1177,1.8975,0.0469,2.0621,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1192,1.9940,0.0469,2.1600,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1180,1.9072,0.0462,2.0713,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1173,1.9107,0.0454,2.0734,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1197,1.9379,0.0459,2.1036,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1185,1.8248,0.0475,1.9907,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1185,1.7900,0.0441,1.9526,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1185,1.8469,0.0429,2.0083,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1177,1.9491,0.0464,2.1131,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1183,1.8800,0.0463,2.0446,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1205,1.9595,0.0460,2.1260,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1171,1.6956,0.0429,1.8556,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1344,1.7214,0.0441,1.8999,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1213,1.8558,0.0436,2.0207,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1174,1.7553,0.0432,1.9158,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1295,1.8332,0.0439,2.0065,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1171,1.8002,0.0452,1.9624,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1480,1.7716,0.0434,1.9630,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1192,1.8438,0.0442,2.0072,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1211,1.8880,0.0464,2.0555,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1207,1.9293,0.0465,2.0965,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1184,1.9800,0.0478,2.1461,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1204,1.9074,0.0472,2.0750,220
datos/dna_128.fasta,antidiagonal,1,4,static,128,128,2,-1,-2,0.1193,1.9654,0.0467,2.1315,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1177,2.0337,0.0581,2.2096,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1170,1.9768,0.0574,2.1512,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1216,2.1705,0.0594,2.3514,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1194,1.8287,0.0547,2.0028,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1174,1.9345,0.0576,2.1096,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1163,1.9602,0.0572,2.1337,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1176,1.8881,0.0563,2.0619,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1182,1.9410,0.0581,2.1173,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1168,1.8161,0.0586,1.9914,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1184,1.9377,0.0601,2.1162,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1196,1.9210,0.0559,2.0965,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1186,1.9094,0.0559,2.0838,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1170,1.8885,0.0566,2.0621,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1178,1.9808,0.0584,2.1570,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1177,1.9093,0.0557,2.0827,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1177,1.8625,0.0552,2.0354,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1174,1.8600,0.0557,2.0330,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1178,1.9861,0.0563,2.1602,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1165,1.8779,0.0892,2.0837,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1186,1.7857,0.0576,1.9618,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1189,1.8096,0.0571,1.9855,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1171,1.9352,0.0562,2.1085,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1179,2.2633,0.0566,2.4378,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1165,1.9161,0.0578,2.0904,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1226,1.8989,0.0556,2.0770,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1462,1.8879,0.0552,2.0893,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1204,1.8217,0.0588,2.0008,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1163,1.9454,0.0546,2.1164,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1195,1.8448,0.0566,2.0210,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1166,1.8954,0.0563,2.0683,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1169,1.9816,0.0565,2.1550,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1192,1.8633,0.0550,2.0375,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1180,1.9219,0.0579,2.0977,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1204,1.9406,0.0563,2.1172,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1175,2.0082,0.0564,2.1822,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1160,1.8147,0.0561,1.9868,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1197,1.9669,0.0557,2.1423,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1194,1.9457,0.0568,2.1218,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1051,1.9223,0.0591,2.0865,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1170,1.9221,0.0563,2.0953,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1162,1.9603,0.0585,2.1349,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1490,1.8278,0.0583,2.0352,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1250,1.8833,0.0570,2.0653,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1192,1.9891,0.0880,2.1963,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1174,1.8310,0.0565,2.0050,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1155,1.8921,0.0567,2.0643,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1378,1.9556,0.0576,2.1511,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1175,1.9561,0.0607,2.1343,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1187,1.9339,0.0565,2.1091,220
datos/dna_128.fasta,antidiagonal,1,6,static,128,128,2,-1,-2,0.1547,1.8680,0.0573,2.0799,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1173,2.3305,0.0656,2.5135,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1177,2.1033,0.0624,2.2834,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1169,2.1637,0.0644,2.3450,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1173,2.3541,0.0652,2.5367,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1174,2.1151,0.0653,2.2978,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1168,2.0844,0.0641,2.2654,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1186,2.0998,0.0629,2.2813,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1193,2.1254,0.0636,2.3082,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1191,2.0902,0.0654,2.2747,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1173,2.0585,0.0654,2.2412,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1191,2.0891,0.0640,2.2722,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1179,2.1472,0.0635,2.3286,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1200,200.9374,0.0217,201.0791,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1169,2.1653,0.0659,2.3481,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1186,202.5738,0.0261,202.7185,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.0441,0.6847,0.0213,0.7502,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.0437,0.6794,0.0205,0.7436,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.0440,0.6793,0.0205,0.7438,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1180,2.1485,0.0663,2.3328,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1270,2.2427,0.0661,2.4358,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1173,2.2057,0.0676,2.3907,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1181,2.3363,0.0648,2.5191,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1196,2.1790,0.0669,2.3656,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1383,2.1201,0.0657,2.3241,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1173,2.1561,0.0645,2.3378,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1166,2.1061,0.0647,2.2874,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1084,2.1336,0.1202,2.3622,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1184,2.0467,0.0630,2.2281,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1172,2.0910,0.0627,2.2709,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1233,2.0895,0.0637,2.2765,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1171,2.1463,0.0635,2.3269,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1274,2.0418,0.0625,2.2317,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1174,2.1126,0.0627,2.2927,220
datos/dna_128.fasta,antidiagonal,1,8,static,128,128,2,-1,-2,0.1177,2.1607,0.0640,2.3424,220
